index,stop_x,stop_y
265,106.531561,26.362916
266,106.501377,26.516065
267,106.534439,26.564144
268,106.501685,26.53136
269,106.60969,26.67168
270,106.610855,26.674472
271,106.500386,26.537288
272,106.611619,26.68234
273,106.508466,26.345172
274,106.615902,26.467753
275,106.618039,26.472919
276,106.507127,26.349679
277,106.615763,26.63478
278,106.615002,26.634496
279,106.61861,26.63466
280,106.617279,26.65766
281,106.617542,26.65446
282,106.615137,26.664252
283,106.505999,26.504134
284,106.617072,26.675017
285,106.618156,26.682201
286,106.506821,26.566351
287,106.61685,26.6811
288,106.617124,26.691141
289,106.514417,26.43633
290,106.616084,26.690174
291,106.623447,26.469078
292,106.53238,26.36412
293,106.622266,26.597977
294,106.62236,26.598034
295,106.531989,26.363804
296,106.620162,26.600614
297,106.62121,26.601821
298,106.536568,26.565106
299,106.546329,26.567905
300,106.620651,26.607233
301,106.621504,26.613565
302,106.54114,26.57894
303,106.62119,26.62256
304,106.549717,26.383389
305,106.620567,26.625891
306,106.62192,26.6295
307,106.62199,26.62958
308,106.62112,26.631676
309,106.624244,26.636316
310,106.623751,26.63844
311,106.623407,26.647625
312,106.623311,26.644012
313,106.623589,26.65187
314,106.624261,26.664981
315,106.552794,26.657275
316,106.623851,26.672674
317,106.623885,26.671704
318,106.551198,26.657437
319,106.620235,26.676205
320,106.62386,26.67942
321,106.622965,26.694154
322,106.624617,26.693496
323,106.564427,26.553489
324,106.623265,26.707314
325,106.621616,26.708283
326,106.564285,26.553351
327,106.620922,26.709598
328,106.561215,26.574081
329,106.628425,26.401091
330,106.626164,26.575549
331,106.628374,26.578446
332,106.629097,26.593012
333,106.627403,26.620619
334,106.62934,26.61984
335,106.628685,26.686853
336,106.567692,26.554844
337,106.627795,26.694694
338,106.62909,26.694972
339,106.566679,26.574871
340,106.62531,26.709926
341,106.632077,26.379847
342,106.632067,26.379865
343,106.630377,26.386876
344,106.572525,26.44545
345,106.63121,26.39366
346,106.570413,26.559439
347,106.63184,26.47348
348,106.632371,26.597691
349,106.5734,26.62271
350,106.631893,26.600199
351,106.6315,26.604822
352,106.633151,26.606544
353,106.57049,26.653612
354,106.631503,26.606289
355,106.63047,26.674244
356,106.631997,26.6805
357,106.570669,26.716345
358,106.632485,26.680066
359,106.577018,26.583551
360,106.638813,26.376295
361,106.638622,26.37498
362,106.63788,26.3793
363,106.578194,26.60068
364,106.63988,26.41131
365,106.58459,26.65648
366,106.638573,26.47997
367,106.638819,26.595975
368,106.584382,26.586445
369,106.63691,26.60821
370,106.5835,26.59327
371,106.638296,26.606101
372,106.63775,26.61073
373,106.58183,26.59447
374,106.63868,26.611498
375,106.635653,26.608521
376,106.581842,26.594321
377,106.63577,26.60864
378,106.63532,26.64653
379,106.580769,26.597679
380,106.635111,26.678259
381,106.638565,26.676129
382,106.586995,26.588038
383,106.636735,26.677382
384,106.636309,26.677475
385,106.584642,26.593488
386,106.636589,26.674902
387,106.58452,26.593497
388,106.63585,26.67796
389,106.63597,26.68249
390,106.58517,26.60183
391,106.639485,26.682686
392,106.63934,26.72801
393,106.640274,26.411285
394,106.6422,26.58497
395,106.585207,26.604496
396,106.643065,26.58868
397,106.64056,26.59728
398,106.58734,26.608341
399,106.641811,26.60177
400,106.641569,26.601687
401,106.58744,26.612906
402,106.644243,26.611482
403,106.643093,26.616688
404,106.640687,26.622609
405,106.64087,26.622413
406,106.58626,26.65626
407,106.642883,26.646087
408,106.641996,26.655023
409,106.5941,26.40691
410,106.64181,26.67375
411,106.64134,26.67756
412,106.5898,26.4522
413,106.64088,26.68278
414,106.640925,26.682918
415,106.593035,26.596863
416,106.6415,26.728369
417,106.64978,26.57721
418,106.648273,26.586664
419,106.645285,26.588687
420,106.602959,26.403641
421,106.645095,26.600136
422,106.64743,26.610971
423,106.64521,26.61569
424,106.601518,26.612566
425,106.644888,26.62846
426,106.645763,26.632866
427,106.60181,26.61245
428,106.648922,26.635058
429,106.648148,26.637245
430,106.59975,26.63089
431,106.64485,26.635016
432,106.648937,26.689182
433,106.654334,26.44094
434,106.65007,26.4469
435,106.60898,26.59063
436,106.65007,26.44681
437,106.650412,26.491613
438,106.60886,26.59768
439,106.65279,26.583669
440,106.653555,26.593128
441,106.607531,26.612102
442,106.6499,26.62277
443,106.607461,26.61995
444,106.6498,26.64655
445,106.651965,26.651316
446,106.604538,26.65317
447,106.650015,26.652916
448,106.605303,26.653166
449,106.649793,26.650296
450,106.650363,26.661504
451,106.60848,26.65806
452,106.650742,26.666196
453,106.649802,26.683688
454,106.608814,26.659195
455,106.65297,26.68972
456,106.60918,26.662121
457,106.653134,26.692118
458,106.61231,26.40162
459,106.65355,26.69629
460,106.653734,26.696063
461,106.61076,26.467409
462,106.65665,26.391606
463,106.656737,26.391773
464,106.61349,26.60103
465,106.657083,26.41299
466,106.65472,26.415222
467,106.61071,26.62398
468,106.65885,26.41931
469,106.655952,26.495451
470,106.610502,26.6357
471,106.654687,26.559552
472,106.656645,26.565056
473,106.61003,26.64397
474,106.658577,26.56901
475,106.656384,26.578674
476,106.61208,26.645631
477,106.658212,26.581386
478,106.658493,26.581443
479,106.658455,26.601606
480,106.65842,26.6017
481,106.65837,26.60603
482,106.655827,26.611984
483,106.610844,26.680061
484,106.657205,26.683538
485,106.655365,26.683741
486,106.655658,26.728761
487,106.660621,26.393998
488,106.61856,26.40503
489,106.662651,26.410283
490,106.616413,26.56846
491,106.661651,26.42247
492,106.61832,26.61463
493,106.66299,26.45322
494,106.66394,26.4895
495,106.619111,26.645075
496,106.661886,26.495262
497,106.618148,26.653511
498,106.66142,26.55882
499,106.661629,26.573293
500,106.662692,26.581121
501,106.663171,26.582166
502,106.618836,26.692486
503,106.663121,26.59045
504,106.662404,26.592321
505,106.660191,26.596951
506,106.66013,26.59717
507,106.65995,26.59669
508,106.660542,26.595796
509,106.623299,26.485911
510,106.659855,26.705072
511,106.619846,26.563713
512,106.66029,26.73971
513,106.662298,26.742205
514,106.623648,26.573154
515,106.661495,26.739533
516,106.667203,26.362309
517,106.623851,26.573284
518,106.66694,26.363999
519,106.66638,26.37625
520,106.623805,26.601181
521,106.66692,26.38967
522,106.667058,26.394502
523,106.624339,26.607206
524,106.669349,26.4086
525,106.666849,26.43241
526,106.62435,26.607105
527,106.66733,26.429441
528,106.666933,26.435794
529,106.62127,26.61101
530,106.6665,26.435873
531,106.668339,26.5178
532,106.621445,26.613243
533,106.667388,26.556272
534,106.668091,26.557352
535,106.622,26.61564
536,106.66931,26.55534
537,106.668494,26.577515
538,106.619801,26.614635
539,106.66843,26.57764
540,106.665923,26.587062
541,106.622243,26.616926
542,106.664944,26.58904
543,106.66885,26.59975
544,106.624314,26.621432
545,106.667054,26.704663
546,106.624027,26.626344
547,106.669982,26.402675
548,106.67271,26.408621
549,106.624226,26.6263
550,106.67335,26.46955
551,106.669666,26.557106
552,106.620287,26.633865
553,106.67392,26.561765
554,106.670662,26.559475
555,106.670799,26.559156
556,106.670281,26.584116
557,106.623239,26.647206
558,106.670973,26.58981
559,106.67045,26.6018
560,106.670339,26.60114
561,106.66982,26.60835
562,106.672905,26.610424
563,106.62408,26.65493
564,106.67295,26.620797
565,106.67029,26.6233
566,106.672747,26.619759
567,106.66998,26.62365
568,106.672853,26.628792
569,106.672546,26.703367
570,106.624172,26.666265
571,106.670396,26.718363
572,106.67242,26.72573
573,106.623939,26.668646
574,106.676752,26.334772
575,106.679364,26.383761
576,106.624399,26.677073
577,106.676735,26.408781
578,106.67768,26.40978
579,106.62419,26.67562
580,106.675448,26.408668
581,106.678012,26.423576
582,106.620129,26.676325
583,106.624475,26.676691
584,106.677739,26.43024
585,106.677848,26.433036
586,106.67731,26.43666
587,106.624461,26.682409
588,106.67691,26.43945
589,106.675445,26.45487
590,106.622813,26.694003
591,106.67524,26.45558
592,106.675216,26.491186
593,106.623421,26.696
594,106.674628,26.489295
595,106.676034,26.496166
596,106.67876,26.5088
597,106.678426,26.509018
598,106.679207,26.525951
599,106.62365,26.71199
600,106.67521,26.56141
601,106.678538,26.566961
602,106.625201,26.382614
603,106.67905,26.5803
604,106.677503,26.686281
605,106.67548,26.70706
606,106.62647,26.407686
607,106.67783,26.76062
608,106.684439,26.368189
609,106.627342,26.408047
610,106.684265,26.505191
611,106.683443,26.54225
612,106.626186,26.575693
613,106.6816,26.55675
614,106.682257,26.554119
615,106.627684,26.598848
616,106.68359,26.5617
617,106.68388,26.55919
618,106.62733,26.59884
619,106.682245,26.57341
620,106.62656,26.60398
621,106.681717,26.572838
622,106.681891,26.581206
623,106.62844,26.645042
624,106.68196,26.587846
625,106.682258,26.623034
626,106.679703,26.624648
627,106.68197,26.64434
628,106.628086,26.64493
629,106.681,26.6461
630,106.68236,26.65104
631,106.6822,26.760739
632,106.629203,26.68192
633,106.68924,26.499493
634,106.686083,26.507772
635,106.629458,26.686414
636,106.68452,26.50522
637,106.685129,26.529124
638,106.62672,26.6899
639,106.68595,26.53932
640,106.625366,26.69244
641,106.687333,26.545849
642,106.686774,26.54479
643,106.624731,26.693586
644,106.688652,26.548744
645,106.686516,26.55325
646,106.685239,26.551806
647,106.62593,26.7123
648,106.688836,26.555071
649,106.62648,26.713326
650,106.687625,26.559395
651,106.627845,26.717386
652,106.685842,26.566625
653,106.688402,26.565328
654,106.688851,26.568921
655,106.631792,26.392349
656,106.693066,26.439072
657,106.630038,26.395628
658,106.691586,26.510798
659,106.630889,26.473315
660,106.69399,26.51112
661,106.63425,26.47543
662,106.692349,26.530678
663,106.632835,26.488263
664,106.689789,26.53071
665,106.68969,26.558472
666,106.63361,26.59057
667,106.69106,26.57071
668,106.63371,26.596145
669,106.694225,26.574146
670,106.69444,26.581801
671,106.631668,26.60478
672,106.691987,26.578526
673,106.69172,26.582563
674,106.630865,26.606303
675,106.692917,26.722782
676,106.690938,26.72823
677,106.633615,26.653281
678,106.698993,26.467432
679,106.696187,26.468963
680,106.634381,26.660218
681,106.697093,26.473942
682,106.63232,26.67577
683,106.698829,26.484117
684,106.63024,26.68215
685,106.631069,26.684806
686,106.695273,26.518342
687,106.69609,26.52098
688,106.63425,26.72497
689,106.69598,26.52052
690,106.699042,26.525891
691,106.695372,26.528293
692,106.695075,26.552415
693,106.69502,26.56521
694,106.696376,26.568926
695,106.698094,26.570816
696,106.638542,26.373911
697,106.698049,26.57411
698,106.698266,26.579149
699,106.636721,26.379447
700,106.69739,26.58326
701,106.697469,26.583566
702,106.697091,26.587051
703,106.697289,26.585985
704,106.69694,26.72191
705,106.699619,26.46621
706,106.701782,26.465214
707,106.701345,26.500584
708,106.63457,26.47632
709,106.69986,26.5133
710,106.70252,26.51618
711,106.63819,26.588997
712,106.700187,26.51402
713,106.639359,26.596185
714,106.702104,26.521915
715,106.703396,26.526627
716,106.701589,26.523835
717,106.70046,26.52491
718,106.637788,26.61056
719,106.70017,26.52532
720,106.70315,26.524717
721,106.635717,26.608454
722,106.704245,26.528548
723,106.70013,26.539403
724,106.702761,26.540926
725,106.70143,26.54467
726,106.635585,26.655703
727,106.703407,26.549385
728,106.63991,26.65623
729,106.70285,26.56226
730,106.70075,26.565709
731,106.635245,26.655531
732,106.7005,26.56563
733,106.70079,26.57237
734,106.644383,26.488257
735,106.700602,26.582058
736,106.700545,26.585458
737,106.643402,26.581215
738,106.703856,26.58889
739,106.641843,26.584476
740,106.703441,26.59001
741,106.704022,26.597956
742,106.702274,26.612048
743,106.701777,26.61749
744,106.701341,26.637312
745,106.64309,26.58875
746,106.7,26.63436
747,106.70247,26.63908
748,106.641073,26.604338
749,106.70018,27.08627
750,106.70375,27.089516
751,106.706735,26.486545
752,106.709191,26.51361
753,106.643861,26.61136
754,106.706356,26.515678
755,106.705871,26.517645
756,106.641702,26.612329
757,106.704892,26.53366
758,106.70776,26.54163
759,106.708075,26.538529
760,106.7089,26.54516
761,106.644209,26.67949
762,106.705654,26.553065
763,106.706128,26.553262
764,106.646366,26.483582
765,106.705574,26.54872
766,106.70869,26.55652
767,106.64711,26.483698
768,106.704719,26.572805
769,106.704537,26.571173
770,106.648197,26.488623
771,106.70599,26.57562
772,106.648917,26.489421
773,106.70552,26.578415
774,106.706118,26.573757
775,106.649426,26.491973
776,106.706181,26.575694
777,106.709185,26.573922
778,106.648187,26.576679
779,106.70997,26.58356
780,106.706708,26.58252
781,106.644731,26.579941
782,106.705565,26.580813
783,106.644908,26.580028
784,106.70735,26.58647
785,106.70461,26.585898
786,106.705849,26.592796
787,106.70666,26.60293
788,106.647336,26.601985
789,106.70653,26.60311
790,106.707275,26.598466
791,106.64812,26.60111
792,106.707259,26.598485
793,106.705594,26.64909
794,106.644925,26.605731
795,106.706775,27.096068
796,106.712511,26.43742
797,106.645823,26.60887
798,106.712344,26.447344
799,106.711052,26.486641
800,106.645374,26.614863
801,106.711355,26.503076
802,106.71,26.50297
803,106.644949,26.624095
804,106.71245,26.50834
805,106.712413,26.508425
806,106.71007,26.52283
807,106.710913,26.52796
808,106.648959,26.635254
809,106.711408,26.530536
810,106.709683,26.547724
811,106.64936,26.64117
812,106.710429,26.545112
813,106.71021,26.54756
814,106.64498,26.64582
815,106.71,26.55812
816,106.70962,26.55778
817,106.648209,26.651527
818,106.712301,26.561904
819,106.713369,26.566906
820,106.64947,26.67094
821,106.71026,26.568111
822,106.647932,26.685494
823,106.712292,26.576068
824,106.711801,26.587721
825,106.647156,26.685669
826,106.71149,26.58867
827,106.71181,26.59274
828,106.709979,26.600932
829,106.711342,26.601201
830,106.714191,26.60152
831,106.653131,26.414187
832,106.710829,26.602821
833,106.71245,26.60678
834,106.649683,26.491682
835,106.710895,26.60354
836,106.652982,26.495393
837,106.710242,26.662946
838,106.713885,26.687814
839,106.65424,26.495195
840,106.711755,27.08849
841,106.71668,26.507792
842,106.65335,26.57793
843,106.716046,26.514498
844,106.715832,26.514412
845,106.653189,26.578034
846,106.718598,26.552457
847,106.65028,26.5942
848,106.714815,26.551125
849,106.71668,26.549286
850,106.65394,26.59734
851,106.715631,26.560271
852,106.71642,26.56056
853,106.652821,26.616764
854,106.718684,26.558575
855,106.718782,26.558566
856,106.719258,26.576915
857,106.715227,26.576012
858,106.65013,26.622647
859,106.71796,26.57487
860,106.716563,26.588102
861,106.65101,26.633969
862,106.718346,26.58432
863,106.715216,26.591551
864,106.717911,26.607422
865,106.714901,26.60819
866,106.718185,26.691473
867,106.715651,26.692466
868,106.71684,26.71612
869,106.65438,26.68011
870,106.719162,27.091895
871,106.719155,27.092146
872,106.65038,26.68411
873,106.719496,27.093903
874,106.721649,26.514411
875,106.721846,26.514377
876,106.72015,26.543571
877,106.720746,26.551302
878,106.72432,26.56435
879,106.65706,26.41289
880,106.72034,26.571881
881,106.724547,26.577081
882,106.6564,26.41457
883,106.720376,26.577978
884,106.723021,26.582976
885,106.657,26.4136
886,106.723997,26.579225
887,106.721938,26.585664
888,106.65611,26.41595
889,106.724085,26.598107
890,106.722486,26.598412
891,106.65484,26.55864
892,106.719586,26.607925
893,106.72157,26.60411
894,106.65749,26.56806
895,106.72095,26.60564
896,106.720119,26.60608
897,106.65453,26.59296
898,106.72079,26.6058
899,106.656875,26.612133
900,106.72179,26.60433
901,106.7225,26.613224
902,106.65788,26.64433
903,106.722199,27.131605
904,106.722199,27.131605
905,106.720009,27.145536
906,106.726108,26.563136
907,106.727813,26.562513
908,106.65938,26.66208
909,106.724709,26.563585
910,106.728939,26.566998
911,106.727068,26.571474
912,106.728458,26.575818
913,106.724786,26.575411
914,106.656835,26.687276
915,106.725807,26.58861
916,106.658783,26.686496
917,106.725825,26.588604
918,106.72569,26.58846
919,106.655911,26.689478
920,106.7253,26.59453
921,106.72569,26.59481
922,106.65683,26.69721
923,106.72559,26.59473
924,106.728367,26.61015
925,106.65749,26.73767
926,106.728459,26.610026
927,106.726838,26.687874
928,106.663062,26.402887
929,106.724574,26.691171
930,106.728182,27.039681
931,106.662365,26.435851
932,106.727268,27.094755
933,106.728032,27.127654
934,106.66286,26.45309
935,106.731595,26.509321
936,106.732901,26.513536
937,106.663339,26.458571
938,106.732075,26.517625
939,106.73191,26.526814
940,106.662671,26.48167
941,106.730378,26.536272
942,106.732664,26.546037
943,106.66255,26.48193
944,106.733479,26.545854
945,106.73107,26.54902
946,106.66099,26.55834
947,106.730845,26.549635
948,106.732058,26.56129
949,106.660613,26.582174
950,106.731704,26.56267
951,106.7307,26.566092
952,106.66338,26.59034
953,106.729675,26.580998
954,106.73247,26.68125
955,106.660724,26.705084
956,106.73244,26.7467
957,106.66143,26.719845
958,106.730213,27.092336
959,106.66145,26.72342
960,106.73465,27.09525
961,106.66151,26.72619
962,106.731699,27.102599
963,106.733013,27.10027
964,106.661444,26.736452
965,106.732482,27.099005
966,106.734412,27.100399
967,106.661309,26.734969
968,106.73293,27.11028
969,106.733047,27.153743
970,106.663579,26.745658
971,106.732248,27.163466
972,106.738679,26.493082
973,106.735745,26.502306
974,106.735788,26.543041
975,106.73482,26.56088
976,106.7384,26.55918
977,106.735343,26.563424
978,106.735894,26.56596
979,106.666736,26.432595
980,106.73934,26.573006
981,106.73889,26.58354
982,106.66731,26.42951
983,106.73678,26.61761
984,106.736596,26.617556
985,106.666944,26.43994
986,106.735168,26.628342
987,106.734843,26.628105
988,106.668294,26.49532
989,106.66651,26.49964
990,106.738386,27.042221
991,106.666382,26.49983
992,106.737737,27.092497
993,106.738748,27.089147
994,106.668287,26.557068
995,106.736533,27.091321
996,106.736592,27.091413
997,106.6685,26.55836
998,106.73824,27.096901
999,106.735145,27.096594
1000,106.66866,26.57739
1001,106.736783,27.097063
1002,106.665115,26.578693
1003,106.739051,27.095106
1004,106.741613,26.39567
1005,106.66676,26.58387
1006,106.744299,26.47587
1007,106.743973,26.47581
1008,106.739833,26.548403
1009,106.73981,26.556275
1010,106.741948,26.559297
1011,106.741306,26.575116
1012,106.66757,26.61708
1013,106.743648,26.579091
1014,106.740628,26.585845
1015,106.664735,26.707598
1016,106.66816,26.7038
1017,106.668739,26.71064
1018,106.74311,26.63888
1019,106.669864,26.357476
1020,106.743971,27.042159
1021,106.743864,27.042296
1022,106.672755,26.408754
1023,106.742558,27.086832
1024,106.743235,27.086349
1025,106.67431,26.42992
1026,106.744443,27.085306
1027,106.7409,27.085338
1028,106.669594,26.429398
1029,106.74052,27.08859
1030,106.740072,27.097325
1031,106.67413,26.43592
1032,106.748482,26.403664
1033,106.7449,26.55807
1034,106.67356,26.46856
1035,106.744795,26.558164
1036,106.747379,26.565044
1037,106.673858,26.486166
1038,106.746339,26.5843
1039,106.74721,26.58456
1040,106.669644,26.532032
1041,106.746328,26.586022
1042,106.747567,26.591434
1043,106.669832,26.532008
1044,106.749735,26.588628
1045,106.671822,26.547083
1046,106.747704,26.620201
1047,106.74834,26.62043
1048,106.6715,26.55553
1049,106.74494,26.62703
1050,106.74748,26.62798
1051,106.671234,26.560446
1052,106.747311,26.62801
1053,106.74512,26.62702
1054,106.67206,26.56708
1055,106.747202,26.645502
1056,106.747074,26.650756
1057,106.670199,26.580197
1058,106.74734,26.64971
1059,106.673795,26.579652
1060,106.747344,27.046403
1061,106.670656,26.588596
1062,106.7467,27.07048
1063,106.74698,27.07794
1064,106.670741,26.595797
1065,106.746585,27.07818
1066,106.747556,27.074126
1067,106.74962,26.509282
1068,106.754265,26.564751
1069,106.669807,26.598459
1070,106.749619,26.583927
1071,106.753561,26.587654
1072,106.67002,26.60995
1073,106.672145,26.614443
1074,106.75189,26.59625
1075,106.754042,26.600456
1076,106.67242,26.61923
1077,106.75266,26.609654
1078,106.75282,26.61573
1079,106.67282,26.61895
1080,106.754024,26.613689
1081,106.75321,26.6138
1082,106.75244,26.62458
1083,106.752182,26.624462
1084,106.672836,26.628591
1085,106.752959,26.626252
1086,106.673624,26.681718
1087,106.75177,26.65672
1088,106.670521,26.718086
1089,106.75175,26.65671
1090,106.751294,27.053366
1091,106.67227,26.72561
1092,106.751863,27.056065
1093,106.750415,27.06014
1094,106.67545,26.396373
1095,106.750179,27.060197
1096,106.750069,27.063751
1097,106.675399,26.400216
1098,106.758413,26.512248
1099,106.754791,26.563887
1100,106.67728,26.40603
1101,106.75497,26.57792
1102,106.758647,26.585853
1103,106.677535,26.411146
1104,106.75625,26.62483
1105,106.755639,26.624886
1106,106.677648,26.409128
1107,106.755755,26.631157
1108,106.75599,26.6432
1109,106.676866,26.416623
1110,106.75575,26.64322
1111,106.676903,26.418507
1112,106.75984,26.57625
1113,106.677984,26.427431
1114,106.7608,26.600312
1115,106.76064,26.61032
1116,106.677868,26.423364
1117,106.759984,26.629995
1118,106.760349,26.643034
1119,106.764097,26.646475
1120,106.677889,26.428106
1121,106.763886,26.645945
1122,106.760676,26.649347
1123,106.678093,26.426384
1124,106.768795,26.540757
1125,106.764625,26.587306
1126,106.67526,26.43003
1127,106.764899,26.587213
1128,106.766557,26.591855
1129,106.67658,26.43016
1130,106.764974,26.593471
1131,106.765499,26.604785
1132,106.677802,26.43189
1133,106.764628,26.610181
1134,106.769377,26.625614
1135,106.76841,26.63157
1136,106.76592,26.63041
1137,106.67467,26.42997
1138,106.769627,26.631948
1139,106.76505,26.63014
1140,106.677849,26.432409
1141,106.766746,26.637624
1142,106.76569,26.63368
1143,106.678173,26.434653
1144,106.76782,26.64228
1145,106.767401,26.64575
1146,106.67709,26.44051
1147,106.772881,26.520332
1148,106.67705,26.43959
1149,106.77338,26.55396
1150,106.67686,26.44266
1151,106.773509,26.55564
1152,106.77286,26.55615
